facility_id,official_station_name,location_descriptive_name_common_name,classification,street_address,suite_building_number,city,state,zip_code,station_phone_number,station_fax_number,after_hours_phone_number,pharmacy_phone_number,enrollment_coordinator_phone_number,patient_advocate_phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,hours_note
757GB,Grove City VA Clinic,Grove City,Primary Care CBOC,1955 Ohio Drive,,Grove City,OH,43123,614-257-5800 x,614-257-5801 x,614-257-5512 x,614-257-5230 x,614-257-5298 x,614-388-7880 x,39.88078358,-83.05495035,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
757GC,Marion VA Clinic,Marion,Primary Care CBOC,1203 Delaware Avenue,Suite 2,Marion,OH,43302,740-223-8809 x,614-257-5922 x,614-257-5512 x,614-257-5230 x,614-257-5298 x,614-257-5925 x,40.56756646,-83.12145145,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
757GD,Newark VA Clinic,Newark,Multi-Specialty CBOC,1855 West Main Street,,Newark,OH,43055,740-788-8329 x,614-257-5903 x,614-257-5512 x,614-257-5230 x,614-257-5298 x,614-388-7931 x,40.04135499,-82.46824604,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
757QA,Columbus 1 VA Mobile Clinic,Columbus 1 Mobile,Other Outpatient Services (OOS),420 North James Road,,Columbus,OH,43219,614-257-5200 x,614-257-5460 x,614-257-5298 x,614-257-5230 x,614-257-5608 x,614-257-5290 x,39.98137382,-82.91183261,-,900AM-300PM,900AM-300PM,-,-,-,-,We are open by appointment. We are closed weekends and all federal holidays.
757QB,North James Road 2 VA Mobile Clinic,North James Road 2 Mobile,Other Outpatient Services (OOS),420 North James Road,,Columbus,OH,43219,614-257-5200 x,614-257-5200 x,614-257-5298 x,614-257-5230 x,614-257-5298 x,614-257-5290 x,39.98137382,-82.91183261,-,-,-,-,-,-,-,We are open by appointment on Tuesdays and Thursdays from 7a.m.-5p.m. We are closed weekends and all federal holidays.
537,Jesse Brown Department of Veterans Affairs Medical Center,Chicago,VA Medical Center (VAMC),820 South Damen Avenue,,Chicago,IL,60612,312-569-8387 x,312-569-6188 x,219-662-5125 x,312-569-7110 x,219-662-5021 x,312-569-7959 x,41.8711425,-87.67638436,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
537BY,"Adam Benjamin Jr., Veterans' Administration Outpatient Clinic",Crown Point,Multi-Specialty CBOC,9301 Madison Street,,Crown Point,IN,46307,219-662-5000 x,219-662-5188 x,219-662-5125 x,219-662-5090 x,219-662-5021 x,219-662-5120 x,41.44910081,-87.34054431,800AM-630PM,800AM-630PM,800AM-630PM,800AM-630PM,800AM-430PM,800AM-1200PM,-,We are closed Sundays and all federal holidays.
537GA,Chicago Heights VA Clinic,Chicago Heights,Primary Care CBOC,30 East 15th Street,Suite 314,Chicago Heights,IL,60411,708-756-5454 x,708-756-5451 x,708-754-8880 x,219-662-5090 x,219-662-5021 x,219-662-5120 x,41.50425511,-87.63913454,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
537GD,Lakeside VA Clinic,Lakeside-Chicago,Primary Care CBOC,211 East Ontario Street,,Chicago,IL,60611,312-569-8387 x,312-469-4927 x,312-569-6177 x,219-662-5090 x,312-569-6274 x,312-569-7959 x,41.89334357,-87.62213054,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
537HA,Auburn Gresham VA Clinic,Auburn Gresham-Chicago,Primary Care CBOC,7731 South Halsted Street,,Chicago,IL,60620,773-962-3700 x,773-962-3703 x,773-962-3700 x,219-662-5090 x,219-596-5021 x,219-662-5120 x,41.75332144,-87.64405398,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
537QA,Chicago VA Clinic,Chicago-California Avenue,Other Outpatient Services (OOS),1141 South California Avenue,,Chicago,IL,60612,312-569-5750 x,312-569-6188 x,312-569-8387 x,312-569-7110 x,312-569-7959 x,312-569-7959 x,41.86757603,-87.6958846,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
550,Danville VA Medical Center,Danville,VA Medical Center (VAMC),1900 East Main Street,,Danville,IL,61832,217-554-3000 x,217-554-4856 x,217-554-3000 x,217-554-3208 x,800-320-8387 x44421,217-554-3131 x,40.13179014,-87.59227684,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are open extended hours Wednesdays until 6:30 p.m. and Saturdays 8 a.m. to 11 a.m.  We are closed weekends and all federal holidays. Urgent Care: 24 hours a day 7 days a week.
550BY,Bob Michel Department of Veterans Affairs Outpatient Clinic,Peoria,Multi-Specialty CBOC,7717 North Orange Prairie Road,,Peoria,IL,61615,309-589-6800 x,309-589-6981 x,217-554-3000 x,217-554-3208 x,800-320-8387 x47386,309-589-6800 x47284,40.78220054,-89.67916678,745AM-415PM,600AM-415PM,745AM-415PM,745AM-415PM,745AM-415PM,745AM-1030AM,-,We are closed Sundays and all federal holidays.
550GA,Decatur VA Clinic,Decatur,Multi-Specialty CBOC,3035 East Mound Road,,Decatur,IL,62526,217-875-2670 x,217-875-2661 x,217-554-3000 x,217-554-3208 x,800-320-8387 x47619,309-589-6800 x47284,39.89256514,-88.91491902,745AM-415PM,745AM-415PM,745AM-415PM,745AM-415PM,745AM-415PM,-,-,We are closed weekends and all federal holidays.
550GC,West Lafayette VA Clinic,West Lafayette,Primary Care CBOC,3851 North River Road,,West Lafayette,IN,47906,765-464-2280 x,765-464-2279 x,217-554-3000 x,217-554-3208 x,800-320-8387 x44221,309-589-6800 x47284,40.4730761,-86.88449713,745AM-415PM,745AM-415PM,745AM-415PM,745AM-415PM,745AM-415PM,-,-,We are closed weekends and all federal holidays.
550GD,Springfield VA Clinic,Springfield,Primary Care CBOC,5850 South 6th Street,Suite A,Springfield,IL,62703,217-529-5046 x,217-529-6154 x,217-554-3000 x,217-554-3208 x,800-320-8387 x47619,309-589-6800 x47284,39.71641422,-89.64026603,745AM-415PM,745AM-415PM,745AM-415PM,745AM-415PM,745AM-415PM,-,-,We are closed weekends and all federal holidays.
550GF,Charleston VA Clinic,Charleston-Mattoon,Primary Care CBOC,501 Lakeland Boulevard,Suite D,Mattoon,IL,61938,217-258-3370 x,217-258-3379 x,217-554-3000 x,217-554-3208 x,800-320-8387 x47619,309-589-6800 x47284,39.47837135,-88.37657655,745AM-415PM,745AM-415PM,745AM-415PM,745AM-415PM,745AM-415PM,-,-,We are closed weekends and all federal holidays.
556,Captain James A. Lovell Federal Health Care Center,North Chicago,VA Medical Center (VAMC),3001 Greenbay Road,,North Chicago,IL,60064,847-688-1900 x,224-610-3867 x,224-610-3747 x,800-393-0865 x,224-610-5514 x,224-610-4212 x,42.3084163,-87.86247337,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
556GA,Evanston VA Clinic,Evanston,Primary Care CBOC,1942 Dempster Street,,Evanston,IL,60202,847-869-6315 x,847-869-7392 x,847-869-6315 x,847-688-1900 x87600,224-610-5514 x,224-610-4212 x,42.04109614,-87.69969425,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
556GC,McHenry VA Clinic,McHenry,Primary Care CBOC,620 South Route 31,Suite 4,McHenry,IL,60050,815-759-2306 x,815-759-1953 x,815-759-2306 x,847-688-1900 x87600,224-610-5514 x,224-610-4212 x,42.32073958,-88.27438119,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
556GD,Kenosha VA Clinic,Kenosha,Primary Care CBOC,8207 22nd Avenue,,Kenosha,WI,53143,262-653-9286 x,262-653-9522 x,262-653-9286 x,847-688-1900 x87600,224-610-5514 x,224-610-4212 x4211,42.55525075,-87.83504314,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
578,Edward Hines Junior Hospital,Hines,VA Medical Center (VAMC),5000 South 5th Avenue,,Hines,IL,60141,708-202-8387 x,708-202-2506 x,708-202-3800 x,815-744-0492 x,815-744-0492 x,708-202-2716 x,41.86054533,-87.84069183,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
578GA,Joliet VA Clinic,Joliet,Multi-Specialty CBOC,1201 Eagle Street,,Joliet,IL,60432,815-740-8100 x,815-740-8101 x,708-202-8387 x,815-740-8100 x,815-740-8100 x,815-740-8101 x,41.53521943,-88.05290647,800AM-630PM,800AM-630PM,800AM-630PM,800AM-630PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
578GC,Kankakee County VA Clinic,Kankakee County-Bourbonnais,Multi-Specialty CBOC,581 William Latham Drive,Suite 301,Bourbonnais,IL,60914,815-468-1027 x,815-468-1219 x,708-202-3800 x,815-932-3823 x,815-932-3823 x,815-932-3823 x,41.16262657,-87.87947048,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
578GD,Aurora VA Clinic,Aurora-North Aurora,Primary Care CBOC,161 South Lincolnway,Suite 120,North Aurora,IL,60542,630-859-2504 x,630-859-2507 x,708-202-3800 x,630-859-2504 x,630-859-2504 x,630-859-2504 x,41.79962407,-88.3250687,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
578GE,Elgin VA Clinic,Elgin,Primary Care CBOC,450 Dundee Avenue,Suite 100,Elgin,IL,60120,847-742-5920 x,847-742-6124 x,708-202-3800 x,847-742-5920 x,847-742-5920 x,847-742-5920 x,42.04562156,-88.27673793,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
578GF,LaSalle VA Clinic,LaSalle-Peru,Primary Care CBOC,4461 North Progress Village,,Peru,IL,61354,815-223-9678 x,815-223-9683 x,708-202-3800 x,815-223-9678 x,815-223-9678 x,815-223-9678 x,41.35838027,-89.12204038,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
578GG,Oak Lawn VA Clinic,Oak Lawn,Primary Care CBOC,10201 South Cicero Avenue,,Oak Lawn,IL,60453,708-499-3675 x,708-499-3715 x,708-202-3800 x,708-202-2375 x,708-499-3675 x,708-202-2716 x,41.70762139,-87.74031431,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
578QA,Hines VA Mobile Clinic,Hines Mobile,Other Outpatient Services (OOS),5000 South 5th Avenue,,Hines,IL,60141,708-202-8387 x,708-202-2506 x,708-202-8387 x,708-202-8387 x,815-744-0492 x,708-202-2716 x,41.86054533,-87.84069183,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
585,Oscar G. Johnson Department of Veterans Affairs Medical Facility,Iron Mountain,VA Medical Center (VAMC),325 East H Street,,Iron Mountain,MI,49801,906-774-3300 x,906-779-3188 x,800-215-8262 x,800-805-1870 x,800-215-8262 x32810,800-215-8263 x32026,45.81149952,-88.06269099,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
585GA,Hancock VA Clinic,Hancock,Primary Care CBOC,787 Market Street,Suite 9,Hancock,MI,49930,906-482-7762 x,906-482-7893 x,800-215-8262 x,800-805-1870 x,800-215-8262 x32810,800-215-8262 x31410,47.13122219,-88.59190478,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
585GB,Rhinelander VA Clinic,Rhinelander,Primary Care CBOC,639 West Kemp Street,,Rhinelander,WI,54501,715-362-4080 x,715-362-4077 x,800-215-8262 x,800-805-1870 x,800-215-8262 x32810,800-215-8262 x31301,45.63208236,-89.43092376,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
585GC,Menominee VA Clinic,Menominee,Primary Care CBOC,1110 10th Avenue,Suite 101,Menominee,MI,49858,906-863-1286 x,906-863-2853 x,800-215-8262 x,800-805-1870 x,800-215-8262 x32810,800-215-8262 x31106,45.10783949,-87.61665161,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
585GD,Ironwood VA Clinic,Ironwood,Primary Care CBOC,629 West Cloverland Drive,Suite 1,Ironwood,MI,49938,906-932-0032 x,906-932-0479 x,877-470-3811 x,800-805-1870 x,877-470-3811 x32810,877-470-3811 x32020,46.46333971,-90.18295963,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
585GF,Manistique VA Clinic,Manistique,Primary Care CBOC,813 East Lakeshore Drive,,Manistique,MI,49854,906-341-3420 x,906-341-3426 x,800-215-8262 x,800-805-1870 x,800-215-8262 x32810,800-215-8262 x31807,45.94867856,-86.23082491,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
585HA,Marquette VA Clinic,Marquette,Primary Care CBOC,1414 West Fair Avenue,Suite 285,Marquette,MI,49855,906-226-4618 x,906-226-5317 x,877-470-3811 x,800-805-1870 x,877-470-3811 x32810,877-470-3811 x32020,46.55683653,-87.41816098,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
585HB,Sault Saint Marie VA Clinic,Sault Saint Marie,Primary Care CBOC,509 Osborn Boulevard,Suite 306,Sault Saint Marie,MI,49783,906-253-9383 x,906-253-9418 x,800-215-8262 x,800-805-1870 x,800-215-8262 x32810,800-215-8262 x31600,46.49818187,-84.34950832,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
607,William S. Middleton Memorial Veterans' Hospital,Madison,VA Medical Center (VAMC),2500 Overlook Terrace,,Madison,WI,53705,608-256-1901 x,608-280-7095 x,608-256-1901 x,608-280-7076 x,608-280-7038 x,608-280-7182 x,43.07514646,-89.43103255,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
607GC,Janesville VA Clinic,Janesville,Primary Care CBOC,2419 Morse Street,Suite 120,Janesville,WI,53545,608-758-9300 x,608-758-9400 x,608-256-1901 x,608-280-7076 x,608-280-7038 x,608-280-7182 x,42.72220688,-88.99302027,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
607GD,Baraboo VA Clinic,Baraboo,Primary Care CBOC,1670 South Boulevard,,Baraboo,WI,53913,608-356-9318 x,608-356-9321 x,608-256-1901 x,608-280-7076 x,608-280-7038 x,608-280-7182 x,43.46386088,-89.74396033,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
607GE,Beaver Dam VA Clinic,Beaver Dam,Primary Care CBOC,215 Corporate Drive,Suite B,Beaver Dam,WI,53916,920-356-9415 x,920-356-9477 x,608-256-1901 x,608-280-7076 x,608-280-7038 x,608-280-7182 x,43.47997542,-88.81156037,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
607GF,Freeport VA Clinic,Freeport,Primary Care CBOC,750 Kiwanis Drive,Suite 250,Freeport,IL,61032,815-235-4881 x,815-232-4614 x,608-256-1901 x,608-280-7076 x,608-280-7038 x,608-280-7182 x,42.29159151,-89.67101231,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
607GG,Madison West VA Clinic,Madison West,Primary Care CBOC,1 Science Court,,Madison,WI,53711,608-284-6360 x,608-284-6375 x,608-256-1901 x,608-280-7076 x,608-280-7038 x,608-256-1901 x17182,43.05943272,-89.46850364,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
607HA,Rockford VA Clinic,Rockford,Multi-Specialty CBOC,816 Featherstone Road,,Rockford,IL,61107,815-227-0081 x,815-227-5854 x,608-256-1901 x,608-280-7076 x,608-280-7038 x,608-280-7182 x,42.27764827,-88.99708328,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
676,Tomah VA Medical Center,Tomah,VA Medical Center (VAMC),500 East Veterans Street,,Tomah,WI,54660,608-372-3971 x,608-372-1654 x,800-872-8662 x61751,608-372-3971 x61356,608-372-3971 x61200,608-372-3971 x66353,44.00110675,-90.49390982,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
676GA,Wausau VA Clinic,Wausau,Primary Care CBOC,515 South 32 Avenue,,Wausau,WI,54401,715-842-2834 x,715-845-8211 x,800-872-8662 x61751,608-372-3971 x61707,608-372-3971 x61357,608-372-6971 x66353,44.95833932,-89.67598142,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
676GC,River Valley VA Clinic,River Valley-La Crosse,Primary Care CBOC,2600 State Road,,La Crosse,WI,54601,608-784-3886 x,608-784-0262 x,800-872-8662 x61751,608-372-3971 x61707,608-372-3971 x61358,608-372-3971 x66353,43.79516396,-91.21670379,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,-,-,We are closed weekends and all federal holidays.
676GD,Wisconsin Rapids VA Clinic,Wisconsin Rapids,Multi-Specialty CBOC,555 West Grand Avenue,Suite B-2,Wisconsin Rapids,WI,54495,715-424-4682 x,715-424-4614 x,800-872-8662 x61751,608-372-3971 x61707,608-372-3971 x61359,608-372-3971 x66353,44.39423445,-89.83001659,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
676GE,Clark County VA Clinic,Clark County-Owen,Primary Care CBOC,8 Johnson Street,,Owen,WI,54460,715-229-4701 x,715-229-4716 x,800-872-8662 x61751,608-372-3971 x61707,608-372-3971 x61200,608-372-3971 x66353,44.9459093,-90.54792078,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,-,"We are closed Fridays, weekends, and all federal holidays."
676QA,Tomah VA Mobile Clinic,Tomah Mobile,Other Outpatient Services (OOS),500 East Veterans Street,,Tomah,WI,54660,608-372-3971 x,608-372-1654 x,800-872-8662 x61751,608-372-3971 x61356,608-372-3971 x61200,608-372-3971 x66353,44.00110675,-90.49390982,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are open by appointment only. We are closed weekends and all federal holidays.
695,Clement J. Zablocki Veterans' Administration Medical Center,Milwaukee,VA Medical Center (VAMC),5000 West National Avenue,,Milwaukee,WI,53295,414-384-2000 x,414-382-5370 x,888-469-6614 x,877-831-0033 x47907,888-469-6614 x42038,877-831-0033 x47909,43.01960629,-87.97615804,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
695BY,John H. Bradley Department of Veterans Affairs Outpatient Clinic,Appleton,Multi-Specialty CBOC,10 Tri-Park Way,,Appleton,WI,54914,920-831-0070 x,920-831-7936 x,888-469-6614 x,877-831-0033 x47907,888-469-6614 x42038,877-831-0033 x47909,44.28082232,-88.45272232,800AM-430PM,800AM-430PM,800AM-430PM,700AM-530PM,800AM-430PM,800AM-1200PM,-,We are closed Sundays and all federal holidays.
695GA,Union Grove VA Clinic,Union Grove,Primary Care CBOC,21425 Spring Street,,Union Grove,WI,53182,262-878-7001 x,262-878-7024 x,888-469-6614 x,888-469-6614 x45287,888-469-6614 x42038,888-469-6614 x42604,42.69859511,-88.08237319,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
695GC,Cleveland VA Clinic,Cleveland,Primary Care CBOC,1205 North Avenue,,Cleveland,WI,53015,920-693-5600 x,920-693-5604 x,888-469-6614 x,877-831-0033 x47907,888-469-6614 x42038,877-831-0033 x47909,43.921246,-87.75249286,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
695GD,Milo C. Huempfner Department of Veterans Affairs Outpatient Clinic,Green Bay,Multi-Specialty CBOC,2851 University Avenue,,Green Bay,WI,54311,920-431-2500 x,920-431-2681 x,888-469-6614 x,877-204-7970 x,888-469-6614 x42038,877-831-0033 x47909,44.51911863,-87.94249082,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
589,Kansas City VA Medical Center,Kansas City,VA Medical Center (VAMC),4801 Linwood Boulevard,,Kansas City,MO,64128,816-861-4700 x,816-922-4607 x,816-861-4700 x57326,816-861-4700 x52602,816-861-4700 x57640,816-861-4700 x52273,39.0672509,-94.5287533,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
589A4,Harry S. Truman Memorial Veterans' Hospital,Columbia,VA Medical Center (VAMC),800 Hospital Drive,,Columbia,MO,65201,573-814-6000 x,573-814-6600 x,573-814-6000 x,800-349-8262 x,573-814-6437 x,573-814-6594 x,38.93759696,-92.32848742,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
