facility_id,service_level_1,service_level_2
520,Outpatient Surgical Specialty Care,Thoracic Surgery
520,Outpatient Surgical Specialty Care,Urology
520,Outpatient Surgical Specialty Care,Vascular Surgery
520,Outpatient Surgical Specialty Care,
520,Primary Care,
520,Rehabilitation Care and Services,Amputation System of Care Services
520,Rehabilitation Care and Services,Audiology
520,Rehabilitation Care and Services,Blind Rehabilitation
520,Rehabilitation Care and Services,Compensated Work Therapy
520,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
520,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
520,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
520,Rehabilitation Care and Services,Speech Pathology
520,Rehabilitation Care and Services,Spinal Cord Injury
520,Rehabilitation Care and Services,
520,Wellness and Preventative Care,Eating Right: Diet and Nutrition
520,Wellness and Preventative Care,Weight Management Services/MOVE! 
520,Wellness and Preventative Care,
520BZ,Audiology,
520BZ,Dental Services,
520BZ,Diagnostic Services,Imaging and Radiology
520BZ,Diagnostic Services,Lab Services
520BZ,Diagnostic Services,Nuclear Medicine 
520BZ,Diagnostic Services,
520BZ,Eye (Vision) Care,Optometry
520BZ,Eye (Vision) Care,
520BZ,Mental Health Care,Outpatient Mental Health Care
520BZ,Mental Health Care,Outpatient Specialized Mental Health Care 
520BZ,Mental Health Care,
520BZ,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
520BZ,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
520BZ,Outpatient Medical Specialty Care,Diabetes
520BZ,Outpatient Medical Specialty Care,Endocrinology
520BZ,Outpatient Medical Specialty Care,Gastroenterology
520BZ,Outpatient Medical Specialty Care,Hematology (Blood) Services 
520BZ,Outpatient Medical Specialty Care,Internal Medicine
520BZ,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
520BZ,Outpatient Medical Specialty Care,Neurology
520BZ,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
520BZ,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
520BZ,Outpatient Medical Specialty Care,Rheumatology/Arthritis
520BZ,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
520BZ,Outpatient Medical Specialty Care,
520BZ,Outpatient Surgical Specialty Care, Podiatry
520BZ,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
520BZ,Outpatient Surgical Specialty Care,General Surgery
520BZ,Outpatient Surgical Specialty Care,Gynecology
520BZ,Outpatient Surgical Specialty Care,Orthopedics
520BZ,Outpatient Surgical Specialty Care,Pain Management Clinic 
520BZ,Outpatient Surgical Specialty Care,Thoracic Surgery
520BZ,Outpatient Surgical Specialty Care,Urology
520BZ,Outpatient Surgical Specialty Care,Vascular Surgery
520BZ,Outpatient Surgical Specialty Care,
520BZ,Primary Care,
520BZ,Rehabilitation Care and Services,Amputation System of Care Services
520BZ,Rehabilitation Care and Services,Audiology
520BZ,Rehabilitation Care and Services,Compensated Work Therapy
520BZ,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
520BZ,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
520BZ,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
520BZ,Rehabilitation Care and Services,Speech Pathology
520BZ,Rehabilitation Care and Services,Spinal Cord Injury
520BZ,Rehabilitation Care and Services,
520BZ,Wellness and Preventative Care,Eating Right: Diet and Nutrition
520BZ,Wellness and Preventative Care,Weight Management Services/MOVE! 
520BZ,Wellness and Preventative Care,
520GA,Audiology,
520GA,Diagnostic Services,Imaging and Radiology
520GA,Diagnostic Services,Lab Services
520GA,Diagnostic Services,
520GA,Eye (Vision) Care,Optometry
520GA,Eye (Vision) Care,
520GA,Mental Health Care,Outpatient Mental Health Care
520GA,Mental Health Care,Outpatient Specialized Mental Health Care 
520GA,Mental Health Care,
520GA,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
520GA,Outpatient Medical Specialty Care,Diabetes
520GA,Outpatient Medical Specialty Care,Internal Medicine
520GA,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
520GA,Outpatient Medical Specialty Care,Neurology
520GA,Outpatient Medical Specialty Care,
520GA,Outpatient Surgical Specialty Care, Podiatry
520GA,Outpatient Surgical Specialty Care,General Surgery
520GA,Outpatient Surgical Specialty Care,Gynecology
520GA,Outpatient Surgical Specialty Care,Orthopedics
520GA,Outpatient Surgical Specialty Care,Thoracic Surgery
520GA,Outpatient Surgical Specialty Care,
520GA,Primary Care,
520GA,Rehabilitation Care and Services,Audiology
520GA,Rehabilitation Care and Services,Compensated Work Therapy
520GA,Rehabilitation Care and Services,Speech Pathology
520GA,Rehabilitation Care and Services,
520GA,Wellness and Preventative Care,Eating Right: Diet and Nutrition
520GA,Wellness and Preventative Care,Weight Management Services/MOVE! 
520GA,Wellness and Preventative Care,
520GB,Audiology,
520GB,Dental Services,
520GB,Diagnostic Services,Imaging and Radiology
520GB,Diagnostic Services,Lab Services
520GB,Diagnostic Services,
520GB,Mental Health Care,Outpatient Mental Health Care
520GB,Mental Health Care,Outpatient Specialized Mental Health Care 
520GB,Mental Health Care,
520GB,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
520GB,Outpatient Medical Specialty Care,Diabetes
520GB,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
520GB,Outpatient Medical Specialty Care,
520GB,Outpatient Surgical Specialty Care,Vascular Surgery
520GB,Outpatient Surgical Specialty Care,
520GB,Primary Care,
520GB,Rehabilitation Care and Services,Audiology
520GB,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
520GB,Rehabilitation Care and Services,
520GB,Wellness and Preventative Care,Eating Right: Diet and Nutrition
520GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
520GB,Wellness and Preventative Care,
520GC,Audiology,
520GC,Dental Services,
520GC,Diagnostic Services,Imaging and Radiology
520GC,Diagnostic Services,Lab Services
520GC,Diagnostic Services,
520GC,Mental Health Care,Outpatient Mental Health Care
520GC,Mental Health Care,Outpatient Specialized Mental Health Care 
520GC,Mental Health Care,
520GC,Outpatient Medical Specialty Care,Diabetes
520GC,Outpatient Medical Specialty Care,
520GC,Outpatient Surgical Specialty Care,General Surgery
520GC,Outpatient Surgical Specialty Care,Thoracic Surgery
520GC,Outpatient Surgical Specialty Care,Vascular Surgery
520GC,Outpatient Surgical Specialty Care,
520GC,Primary Care,
520GC,Rehabilitation Care and Services,Audiology
520GC,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
520GC,Rehabilitation Care and Services,
520GC,Wellness and Preventative Care,Eating Right: Diet and Nutrition
520GC,Wellness and Preventative Care,Weight Management Services/MOVE! 
520GC,Wellness and Preventative Care,
564,Audiology,
564,Dental Services,
564,Diagnostic Services,Imaging and Radiology
564,Diagnostic Services,Lab Services
564,Diagnostic Services,Nuclear Medicine 
564,Diagnostic Services,
564,Eye (Vision) Care,Ophthalmology
564,Eye (Vision) Care,Optometry
564,Eye (Vision) Care,
564,Mental Health Care,Outpatient Mental Health Care
564,Mental Health Care,Outpatient Specialized Mental Health Care 
564,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
564,Mental Health Care,
564,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
564,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
564,Outpatient Medical Specialty Care,Diabetes
564,Outpatient Medical Specialty Care,Gastroenterology
564,Outpatient Medical Specialty Care,Infectious Disease
564,Outpatient Medical Specialty Care,Internal Medicine
564,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
564,Outpatient Medical Specialty Care,Neurology
564,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
564,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
564,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
564,Outpatient Medical Specialty Care,
564,Outpatient Surgical Specialty Care, Podiatry
564,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
564,Outpatient Surgical Specialty Care,General Surgery
564,Outpatient Surgical Specialty Care,Gynecology
564,Outpatient Surgical Specialty Care,Neurosurgery 
564,Outpatient Surgical Specialty Care,Ophthalmology
564,Outpatient Surgical Specialty Care,Orthopedics
564,Outpatient Surgical Specialty Care,Pain Management Clinic 
564,Outpatient Surgical Specialty Care,Urology
564,Outpatient Surgical Specialty Care,
564,Primary Care,
564,Rehabilitation Care and Services,Amputation System of Care Services
564,Rehabilitation Care and Services,Audiology
564,Rehabilitation Care and Services,Compensated Work Therapy
564,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
564,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
564,Rehabilitation Care and Services,Speech Pathology
564,Rehabilitation Care and Services,Spinal Cord Injury
564,Rehabilitation Care and Services,
564,Wellness and Preventative Care,Eating Right: Diet and Nutrition
564,Wellness and Preventative Care,Weight Management Services/MOVE! 
564,Wellness and Preventative Care,
564BY,Audiology,
564BY,Diagnostic Services,Lab Services
564BY,Diagnostic Services,
564BY,Eye (Vision) Care,Optometry
564BY,Eye (Vision) Care,
564BY,Mental Health Care,Outpatient Mental Health Care
564BY,Mental Health Care,Outpatient Specialized Mental Health Care 
564BY,Mental Health Care,
564BY,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
564BY,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
564BY,Outpatient Medical Specialty Care,Infectious Disease
564BY,Outpatient Medical Specialty Care,Internal Medicine
564BY,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
564BY,Outpatient Medical Specialty Care,
564BY,Outpatient Surgical Specialty Care, Podiatry
564BY,Outpatient Surgical Specialty Care,General Surgery
564BY,Outpatient Surgical Specialty Care,Gynecology
564BY,Outpatient Surgical Specialty Care,Pain Management Clinic 
564BY,Outpatient Surgical Specialty Care,Urology
564BY,Outpatient Surgical Specialty Care,
564BY,Primary Care,
564BY,Rehabilitation Care and Services,Audiology
564BY,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
564BY,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
564BY,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
564BY,Rehabilitation Care and Services,Speech Pathology
564BY,Rehabilitation Care and Services,
564BY,Wellness and Preventative Care,Eating Right: Diet and Nutrition
564BY,Wellness and Preventative Care,Weight Management Services/MOVE! 
564BY,Wellness and Preventative Care,
564GA,Diagnostic Services,Lab Services
564GA,Diagnostic Services,
564GA,Mental Health Care,Outpatient Mental Health Care
564GA,Mental Health Care,
564GA,Outpatient Medical Specialty Care,Infectious Disease
564GA,Outpatient Medical Specialty Care,
564GA,Outpatient Surgical Specialty Care,Urology
564GA,Outpatient Surgical Specialty Care,
564GA,Primary Care,
564GA,Wellness and Preventative Care,Eating Right: Diet and Nutrition
564GA,Wellness and Preventative Care,Weight Management Services/MOVE! 
564GA,Wellness and Preventative Care,
564GB,Diagnostic Services,Imaging and Radiology
564GB,Diagnostic Services,Lab Services
564GB,Diagnostic Services,
564GB,Mental Health Care,Outpatient Mental Health Care
564GB,Mental Health Care,
564GB,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
564GB,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
564GB,Outpatient Medical Specialty Care,Diabetes
564GB,Outpatient Medical Specialty Care,Hematology (Blood) Services 
564GB,Outpatient Medical Specialty Care,Infectious Disease
564GB,Outpatient Medical Specialty Care,Internal Medicine
564GB,Outpatient Medical Specialty Care,
564GB,Outpatient Surgical Specialty Care,Urology
564GB,Outpatient Surgical Specialty Care,
564GB,Primary Care,
564GB,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
564GB,Rehabilitation Care and Services,
564GB,Wellness and Preventative Care,Eating Right: Diet and Nutrition
564GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
564GB,Wellness and Preventative Care,
564GC,Audiology,
564GC,Diagnostic Services,Imaging and Radiology
564GC,Diagnostic Services,Lab Services
564GC,Diagnostic Services,
564GC,Eye (Vision) Care,Optometry
564GC,Eye (Vision) Care,
564GC,Mental Health Care,Outpatient Mental Health Care
564GC,Mental Health Care,
564GC,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
564GC,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
564GC,Outpatient Medical Specialty Care,Infectious Disease
564GC,Outpatient Medical Specialty Care,Internal Medicine
564GC,Outpatient Medical Specialty Care,
564GC,Outpatient Surgical Specialty Care,Urology
564GC,Outpatient Surgical Specialty Care,
564GC,Primary Care,
564GC,Rehabilitation Care and Services,Audiology
564GC,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
564GC,Rehabilitation Care and Services,Speech Pathology
564GC,Rehabilitation Care and Services,
564GC,Wellness and Preventative Care,Eating Right: Diet and Nutrition
564GC,Wellness and Preventative Care,Weight Management Services/MOVE! 
564GC,Wellness and Preventative Care,
564GD,Mental Health Care,Outpatient Mental Health Care
564GD,Mental Health Care,
564GD,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
564GD,Outpatient Medical Specialty Care,Internal Medicine
564GD,Outpatient Medical Specialty Care,
564GD,Outpatient Surgical Specialty Care,Urology
564GD,Outpatient Surgical Specialty Care,
564GD,Primary Care,
564GD,Wellness and Preventative Care,Eating Right: Diet and Nutrition
564GD,Wellness and Preventative Care,Weight Management Services/MOVE! 
564GD,Wellness and Preventative Care,
564GE,Mental Health Care,Outpatient Mental Health Care
564GE,Mental Health Care,
564GE,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
564GE,Outpatient Medical Specialty Care,Infectious Disease
564GE,Outpatient Medical Specialty Care,
564GE,Primary Care,
564GE,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
564GE,Rehabilitation Care and Services,
564GE,Wellness and Preventative Care,Eating Right: Diet and Nutrition
564GE,Wellness and Preventative Care,Weight Management Services/MOVE! 
564GE,Wellness and Preventative Care,
580,Audiology,
580,Complementary and Alternative Medicine,Chiropractic  Services
580,Complementary and Alternative Medicine,
580,Dental Services,
580,Diagnostic Services,Imaging and Radiology
580,Diagnostic Services,Lab Services
580,Diagnostic Services,Nuclear Medicine 
580,Diagnostic Services,
580,Extended Care,Outpatient Geriatric Medicine
580,Extended Care,
580,Eye (Vision) Care,Ophthalmology
580,Eye (Vision) Care,Optometry
580,Eye (Vision) Care,
580,Mental Health Care,Outpatient Mental Health Care
580,Mental Health Care,Outpatient Specialized Mental Health Care 
